index,class,tweet,clean_tweet
15171,1,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh,rt idk why skinny bitches think they got ass cuh
15172,1,RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh,rt if a bitch let me hit ill leave her crippled cuh
15173,1,RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh,rt if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
15174,1,RT @CuhCuhCuh: if the pussy not fartin u not fuccin right cuh,rt if the pussy not fartin u not fuccin right cuh
15175,1,RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc,rt its some sexy ugly bitches in the world cuh that ill fucc
15176,1,RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,rt these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
15177,1,RT @CuhCuhCuh: white hoes still wear UGG's in hot ass weather cuh,rt white hoes still wear ugg s in hot ass weather cuh
15178,1,RT @CumminsSamantha: LOL @ you for being a dumb bitch.,rt lol you for being a dumb bitch
15179,1,"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;",rt being so wrapped up in love that you stop doing well for you is what middle schoolers do dumb bitch i want just want mo 8230
15180,1,RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;,rt spitta all that high fashion leather gear u wearin to impress a bitch i got at her wit a dickie shirt and some adidas slides 8230
15181,1,RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..,rt spitta and if a bitch can t respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly
15182,1,RT @CurrenSy_Spitta: Don't Neva check a real nigga....... Check a hoe,rt spitta don t neva check a real nigga check a hoe
15183,1,RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit,rt spitta fuckin hoe ass click it or ticket 25 dollars n shit
15184,1,RT @CurrenSy_Spitta: I never bought a bitch....,rt spitta i never bought a bitch
15185,1,RT @CurrenSy_Spitta: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..,rt spitta i will not buy your bitch no red bottoms so don t even worry bout that cuzzo
15186,1,RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....,rt spitta some bitches think a trucker hat automatically makes them a model
15187,1,"RT @Curvables: She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJl&#8230;",rt she play quarterback and got a cheerleader girlfriend yupp this hoe more of a man than i ll ever be
15188,1,"RT @Curvables: Teachers always assign homework like we don't have no life, bitch I gotta go home and tweet.",rt teachers always assign homework like we don t have no life bitch i gotta go home and tweet
15189,1,"RT @Curvables: Teachers always think they slick, bitches be subtweeting you in class and shit.",rt teachers always think they slick bitches be subtweeting you in class and shit
15190,1,"RT @Curvables: This bitch arguing with my dad 
https://t.co/K0394O7Z8d",rt this bitch arguing with my dad
15192,2,RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd,rt i can t wait to wear warm fuzzy sweaters 128525 9786 65039 127809 9749 65039
15193,2,RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,rt baby monkey in the snow im crying 128557 128018 10052
15194,0,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch""",rt 0inches is dis wrong 100d if you fuck wit a lame nigga you a lame bitch
15195,1,RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches,rt if byron leftwich fucks as hard as he throws then he kills bitches
15196,2,RT @CyFyre: @WesOrrJames love you too my nig #squad,rt love you too my nig squad
15197,1,"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;",rt hey liberals meet future majority leader of the us senate enjoy payback is a bitch p2 stoprush waar http 8230
15198,1,"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA.",rt to the retards chanting usa at the fc dallas game kansas is in the usa
15199,2,"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",rt i m finally ready to mass market my skidmark resistant tighty whities but apparently uncrustables is already taken fu 8230
15200,1,"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;",rt bitches be having no job no future no education amp have the nerve to say all these niggas want is pussy bitch cause that 8230
15201,0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,rt stfu faggot a clip is 4 holy fucking tittyy shit
15202,1,RT @DARKSKlNDRAKE: How yall hoes do instagram rates http://t.co/UUjeAXZByW,rt how yall hoes do instagram rates
15203,1,RT @DA_POLO_KING: @VikkiNoSecrets hoes have no life,rt polo king hoes have no life
15204,1,RT @DAiiNUH: girls with six packs are scary..... just have a flat stomach that's hot enough.... ripped bitches are scary looking.,rt girls with six packs are scary just have a flat stomach that s hot enough ripped bitches are scary looking
15205,1,RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,rt kev cry some more rt that s a legal tackle faggot rt rich hill seriously
15206,1,RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :),rt shave pussy deserve nothing but fie head and good dick twitterafterdark
15207,1,RT @DBlockDeuce_215 My Face when bitches expect me to care http://t.co/hWnAH5bTW6,rt 215 my face when bitches expect me to care
15208,1,RT @DBlockDeuce_215: It's about that time of the year when all the Lightskin hoes who swore they was brown cuz of they summer tan come back&#8230;,rt 215 it s about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back 8230
15209,2,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,rt the paranoid fear of sharia on the right boils down to christian fundamentalists should be the sole oppressors and persecu
15210,1,RT @DEON1093: AHAAAA DUHHRT @PAPER_CHAYSIN: These hoes are for everyone !,rt ahaaaa duhhrt chaysin these hoes are for everyone
15211,1,RT @DETROITSWEETS_: U gotta be retarded to skip class in college,rt u gotta be retarded to skip class in college
15212,1,RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,rt kirk ain t nothing but a bitch love amp hiphop
15213,1,"RT @DFkinLopes: Bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;",rt bruh every time a famous celebrity tweet something the 1st person to comment is some hoe talkin bout slap ya dick on me d 8230
15214,1,RT @DFkinLopes: Even at a young age these hoes ain't loyal http://t.co/OMWaEd2PcJ,rt even at a young age these hoes ain t loyal
15215,1,RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;,rt if my girl get in a fight with your girl you better be ready to fade too cuz i ma knock you out then go help my bitch stomp 8230
15216,1,RT @DFkinLopes: Lying ass bitch http://t.co/vGUClaeNnt,rt lying ass bitch
15217,1,RT @DFkinLopes: McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&#8230;,rt mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud 8230
15218,1,"RT @DFkinLopes: Me: You're a hoe
Hoe: You wasn't saying that August 12, 2014 at 7:22 PM
Me: Well you're a hoe today on October 1st 2014 at &#8230;",rt me you re a hoe hoe you wasn t saying that august 12 2014 at 7 22 pm me well you re a hoe today on october 1st 2014 at 8230
15219,1,RT @DFkinLopes: When a bitch sneezes too close to you http://t.co/Jq3p3NyeAZ,rt when a bitch sneezes too close to you
15220,1,RT @DFkinLopes: Your room bitch RT @MackinAintCeezy Tell me somethin dirty &#128520; http://t.co/0B0PZ8J4cM,rt your room bitch rt tell me somethin dirty 128520
15221,1,"RT @DGooods: Never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike",rt never trust a y all so cute ass bitch 128554 they just waiting to strike
15222,2,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,rt godiva chocolate dipped oreos 128523
15223,1,RT @DInHerFriends: Kanye turned a hoe into a housewife and niggas said RIP good girls forever.,rt kanye turned a hoe into a housewife and niggas said rip good girls forever
15224,1,RT @DJZeeti: If her hands and feet dirty RT @KingSimi: @DJZeeti how can you tell if a girl pussy stink before actually gettin in her pan ...,rt if her hands and feet dirty rt how can you tell if a girl pussy stink before actually gettin in her pan
15225,1,RT @DJZeeti: Marriage not for everyone.. Some bitches just want u to sleepover sometimes,rt marriage not for everyone some bitches just want u to sleepover sometimes
15226,1,RT @DJZeeti: This nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/CJfz9DaUYL,rt this nigga tried to hate on me to a bitch and she told this cornball im that nigga
15227,1,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches,rt i couldnt host 106 and park i d fuck too many young bitches
15228,1,RT @DJZeeti: my bitch a choosy lover,rt my bitch a choosy lover
15229,1,"RT @DJZeeti: niggas tweet about wanting a ""good girl"" while giving ""hoes"" attention ALL day",rt niggas tweet about wanting a good girl while giving hoes attention all day
15230,1,RT @DJ_Cellophane: oomf pussy probably taste like the Krabby patty secret formula.,rt cellophane oomf pussy probably taste like the krabby patty secret formula
15231,1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa bitch ya mom take it in the ass for the light bill bitch &#128514;,rt leezy bitch ya mom take it in the ass for the light bill bitch 128514
15232,1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa ya mom lick ass for Christmas gifts bitch lol,rt leezy ya mom lick ass for christmas gifts bitch lol
15233,1,"RT @DJ_MARVZ: Chris brown got no chill button..... Why sell a bitch out on social media tho? Like not even a subliminal, buddy took time to&#8230;",rt marvz chris brown got no chill button why sell a bitch out on social media tho like not even a subliminal buddy took time to 8230
15234,1,"RT @DJsir_freshley: &#127919;&#127919;&#127919;RT @GuruJeremy Bitches are only ""moral"" when it comes to sex... when it's convenient for them. Otherwise they hoe th&#8230;",rt freshley 127919 127919 127919 rt bitches are only moral when it comes to sex when it s convenient for them otherwise they hoe th 8230
15235,2,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,rt the new nature area replacing indian boundary park s former zoo is expected to attract a variety of migratory birds
15236,0,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK,rt you re not safe pussy boy looooool
15237,2,RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL,rt report shy bladder group protests rob lowe directv ad
15238,1,RT @DS_Arrogance: Hahaha these niggas funny ask&#128128;&#128128;&#128128;RT&#8220;@1BookieG: @DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;&#8221;,rt arrogance hahaha these niggas funny ask 128128 128128 128128 rt 8220 arrogance shit i bet i can pull at lease 3 bitches with them 128514 128514 8221
15239,1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",rt best said by there s a storm brewing bitch lmao
15240,1,"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches",rt 41395 and i aint got time for bitches gotta keep my mind on my mothafuckin riches
15241,1,"RT @D_41395: Wake up like fuck my life, life's a bitch but she better fuck me right",rt 41395 wake up like fuck my life life s a bitch but she better fuck me right
15242,1,RT @D_Sidbury_: &#8220;@WSFights: if the purge come to my city ima be like http://t.co/NDM5dysLcf&#8221;&#128514;&#128557;&#128514;&#128514;this bitch is active as shit! &#128514;&#128557;&#128514;&#128514;,rt sidbury 8220 if the purge come to my city ima be like bitch is active as shit 128514 128557 128514 128514
15243,2,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;",rt sidbury 8220 all of kate upton s leaked nudes today amp more 128525 11015 65039 bitch lo 8230
15244,1,RT @DaBXkIdDjoE: Bunch of insecure bitches out here,rt bunch of insecure bitches out here
15245,2,RT @DaCoolestLame: Yo BCU band made UCF band look like trash,rt yo bcu band made ucf band look like trash
15246,1,"RT @DaDonherself_: Niggas will fuck over a pretty girl w her head on right , for a ho who only got 3 pair of good panties &#128514;&#9996;&#65039; .",rt niggas will fuck over a pretty girl w her head on right for a ho who only got 3 pair of good panties 128514 9996 65039
15247,1,RT @DaFuckinUnicorn: swag swag swag bitch moooob,rt swag swag swag bitch moooob
15248,2,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo,rt the ghetto if ud wins tonight
15249,1,RT @DaMeatIsThicke: How you invite me over to fuck but I can smell yo pussy from across the room??? Man ain't that dinner she cook then bou&#8230;,rt how you invite me over to fuck but i can smell yo pussy from across the room man ain t that dinner she cook then bou 8230
15250,1,RT @DaOfficialPRIME: &#128514; &#128514;RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,rt 128514 128514 rt how you gone wife a bitch that let niggas lick on her head in public
15251,1,RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.,rt finding a female w o a hoe record is like tryna find a nigga w o a felony
15252,1,RT @DaRealDip: A bitch can look like a million dollars wit sum garbage ass pussy,rt a bitch can look like a million dollars wit sum garbage ass pussy
15253,1,RT @DaRealDip: I hate wen a bitch fart den be like uughh uuuu farted...no bitch clearly u did ill let a mfa kno wen im fin to,rt i hate wen a bitch fart den be like uughh uuuu farted no bitch clearly u did ill let a mfa kno wen im fin to
15254,1,"RT @DaRealKha: ""I'm sorry but side bitches better than a wife in this era...check the stats B lol""",rt i m sorry but side bitches better than a wife in this era check the stats b lol
15255,1,RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol,rt mariners said moms 21 and over get free ball caps on mothers day basically all you young hoes with kids don t get one lol
15256,0,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol",rt shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol
15257,1,RT @DaUnfuqwitable1: Yawl chicks love being SIDE BITCHES &#128553;&#128553; bitches now days be having dreams &amp; aspirations of being a STEP MOM &#128514;&#128514;&#128514;,rt yawl chicks love being side bitches 128553 128553 bitches now days be having dreams amp aspirations of being a step mom 128514 128514 128514
15258,2,"RT @DabGodBaby: But only BBC, the American version is trash",rt but only bbc the american version is trash
15259,1,RT @Dadude1914: &#128073;&#128073;&#128073;&#128073;RT @AskWhy05: Karlie acting like she not a hoe.... She been wit 3 of the niggas on just this show plus two guest appear&#8230;,rt 128073 128073 128073 128073 rt karlie acting like she not a hoe she been wit 3 of the niggas on just this show plus two guest appear 8230
15260,1,RT @DaeDeezyy: ion ask nobody for SHIT . ever . never have a problem doing shit fa people neither but damn can a bitch get a thank you ?,rt ion ask nobody for shit ever never have a problem doing shit fa people neither but damn can a bitch get a thank you
15261,1,RT @DailyRapFacts: .@YG is the voice behind @DJmustard&#8217;s &#8220;Mustard on the beat hoe,rt is the voice behind 8217 s 8220 mustard on the beat hoe
15262,1,RT @DailySexSupply: This how all the hoes gonna be like tonight&#128514;&#128514;&#128514; http://t.co/kVIOAiEpcB,rt this how all the hoes gonna be like tonight 128514 128514 128514
15263,1,"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ...",rt dip and i ain t trippin on nothin i m dippin on somethin and my homeboy say he got a bad bitch for me tonight lilway
15264,2,"RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth.",rt even though a bird can fly it must land on earth
15265,2,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ,rt flappy birds cheat codes
15266,2,RT @DameStr8Cash: @JaeTips I know that's trash,rt i know that s trash
15267,1,"RT @Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know how to have FUN!",rt daddyx3 lmao i fucks with amp real talk them bitches know how to have fun
15268,1,RT @DamianSHughes: &#8220;@G_Verch: Damn I hate being a huge pussy&#8221;,rt 8220 verch damn i hate being a huge pussy 8221
15269,1,"RT @DamierGenesis: ""had all the bitches on MySpace going nuts....""",rt had all the bitches on myspace going nuts
15270,2,"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....",rt i live for street glory and i die for ghetto fame respect all fear none my pride is everything
15271,2,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO,rt oreo cookie pancakes foodporn
15272,1,"RT @DamnitCorn: ""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s&#8230;",rt chunky girl seeks studly man for nasty sex in my head i was like this bitch may have well emailed me directly for this s 8230
15273,1,RT @DamnitCorn: THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh! So I pull up to this &#8230;,rt this shit is like 45 minutes away and it s 1 am so clearly i am in desperate need of some pussy bruh so i pull up to this 8230
15274,1,"RT @DamnitCorn: This bitch does so begrudgingly as fuck. Was like""man up you a big bad man crying like a bitch.""",rt this bitch does so begrudgingly as fuck was like man up you a big bad man crying like a bitch
15275,1,RT @DamonIWantYou: #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches,rt tvd and theoriginals is the shows bad ass vampires turn into spineless pussy s and little ooc bitches
15276,1,"RT @DamondDAWG: ""Peek a boo bitch, swag scare ya kids"" RT @Now_Thats_Fresh: What's Tyga's worst bar? #TygaBars""",rt peek a boo bitch swag scare ya kids rt thats fresh what s tyga s worst bar tygabars
15277,1,"RT @DanBilzerian: Apple, your new iPhone software is shit, maybe I'll sue u cunts &amp; request damages based on the pussy Ive missed out on b/&#8230;",rt apple your new iphone software is shit maybe i ll sue u cunts amp request damages based on the pussy ive missed out on b 8230
15278,1,"RT @DanBilzerian: My boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle http://t.co/su2HNFq6S8",rt my boy is obviously gonna be slaying all the pussy tonight dressed as a ninja turtle
15279,1,"RT @DanDanManlyMan: @00sexilexi00 Swiggety swag, I love you too fag",rt swiggety swag i love you too fag
15280,2,RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,rt 128514 rt charlie strong got down to the 53 man roster nearly as quickly as texans did
15281,1,RT @Dan_OSU_Hashtag: You ever look at a bitch and just be like... Bitch,rt osu hashtag you ever look at a bitch and just be like bitch
15282,2,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV,rt was just handed this on my flight must be in good hands on this bird
15283,1,RT @DanielBiltmore: Basic bitches &gt; basic cable,rt basic bitches gt basic cable
15284,2,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;,rt a bird that courts females by building a beautiful nest with bright objects 8230 wildlife
15285,1,"RT @DanielMtz1997: 20 rts I'll go down there and say ""fuck er right in the pussy"" &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/RZFhAbWTSv",rt 20 rts i ll go down there and say fuck er right in the pussy 128514 128514 128514 128514 128514
15286,1,"RT @DankyChan88: Dumb bitches broke my tv, went to wal mart fucked up... Wokeup with a smart tv lol",rt dumb bitches broke my tv went to wal mart fucked up wokeup with a smart tv lol
15287,1,RT @DannyDeVito: Wisconsin IASIP nice work bitches!,rt wisconsin iasip nice work bitches
15288,2,"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",rt highest score on flappy bird cant be beat
15289,1,RT @DaraUnn: @joshuataddac I haven't slapped a bitch in two weeks,rt i haven t slapped a bitch in two weeks
15290,2,RT @DariusJulion: that movie was trash,rt that movie was trash
15291,1,"RT @DarkskinObama: Roses are red
Violets are blue
I just fucked yo bitch
.....but nigga do you...",rt roses are red violets are blue i just fucked yo bitch but nigga do you
15292,1,RT @DarlinCory: Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!,rt making homemade pickles and working on a funny tweet about pussy i am going to make a great old lady
15293,1,"RT @DarrionDaDon_: Kobe: ""That's why yo man want me hoe"" 
guy holding his face: ""Omgod kobeshia shut up"" &#128514;&#128514;&#128514;http://t.co/2BfbfBVlVA",rt kobe that s why yo man want me hoe guy holding his face omgod kobeshia shut up 128514 128514 128514
15294,1,RT @DarrionMarz: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with &#8230;,rt pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with 8230
15295,2,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;",rt today in 1996 charlie wilson left office should be ranked alongside lech wa 322 281 sa for his role in defeating communism 8230
15296,2,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,rt so this is the woman who was a bird then turned into a woman from the sky in nigeria
15297,1,"RT @Darth_Alk: @Baqotivity @ShinSnipes You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r&#8230;",rt alk you re tweeting at the cringiest people in darth here and dana is our bitch lmao she follows our r 8230
15298,1,RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;,rt the most ghetto bitches be pregnant a f smh poor kids 128531
15299,1,"RT @DatDudeTorey: &#8220;@Aj_Swagggg: That ""boss ass bitch"" song got basics thinking they're models lmao #knowyourplace&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;",rt 8220 swagggg that boss ass bitch song got basics thinking they re models lmao knowyourplace 8221 128514 128514 128514 128514 128514
15300,1,"RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while.",rt aw damn haven t hug a bitch in a while
15301,1,RT @DatNigPriest: @1BookieG not all of us my nig! I'm light skin with a dark skin mentality lol. We all black,rt not all of us my nig i m light skin with a dark skin mentality lol we all black
15302,1,RT @DatNiggaVegeta: DEFINITION OF REAL &#8220;@mikeymageee: @DatNiggaVegeta Except you bruh you let bitch ass babidi turn on your niggas fam&#8221; htt&#8230;,rt definition of real 8220 except you bruh you let bitch ass babidi turn on your niggas fam 8221 htt 8230
15303,1,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;,rt dem hoes who swear their pussy priceless but u sell ass all day 128533
15304,1,"RT @DatingTrick: As a girlfriend, you have to accept the fact hoes are gonna be all up in his face. But as a boyfriend, he better let them &#8230;",rt as a girlfriend you have to accept the fact hoes are gonna be all up in his face but as a boyfriend he better let them 8230
15305,1,"RT @Dats_JayGrant: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &#8230;",rt jaygrant you can t be like let me miss ya sometimes bitches take it overboard and shit i said give me time to miss yo ass not 8230
15306,2,"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;",rt will coakley go 0 2 in can t lose races rt wow just wow charlie baker for governor htt 8230
15307,1,RT @DawnGoodspeed: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &#9995;&#128129;,rt honestly i kind of get offended when people ask me if my eyelashes are fake fake eyelashes aren t this long bitches 9995 128129
15308,1,RT @Day_CantKeepUp: These hoes be dying for attention &#128564;&#128564;&#128564;,rt cantkeepup these hoes be dying for attention 128564 128564 128564
15309,1,RT @Dayma_micaela: I want a baby but im young and retarded so no,rt micaela i want a baby but im young and retarded so no
15310,2,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",rt not the farewell tour s fault everyone but three players underachieved for the yankees this year
15311,1,RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open,rt i love dez but right now he s trash right now weeden there s others that are open
15312,1,RT @DeAdJAkE: Shermans all bark and no bite fuck that bitch,rt shermans all bark and no bite fuck that bitch
15313,1,RT @DeLaIslaaa_: Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,rt get real fucking fight or don t play me i don t play with pussy ass niggas
15314,1,RT @DeRayDavis: There is no cure for Ratchet. It has to run its course in these bitches.,rt there is no cure for ratchet it has to run its course in these bitches
15315,1,"RT @Deadcollision: ""Go talk to your other hoes"" http://t.co/1H08FxpkKq",rt go talk to your other hoes
15316,2,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f,rt colombia supporter reminds us the double bird is a universal language
15317,1,RT @DearAwkward: That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back th ...,rt that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back th
15318,1,RT @DearLeader10: You value yourself because someone gave you a title. I value myself because bitch I'm clutch. I win.,rt you value yourself because someone gave you a title i value myself because bitch i m clutch i win
15319,1,RT @DedePayton: All hoes are friendly. Althea wants to say hi.,rt all hoes are friendly althea wants to say hi
15320,1,RT @DedePayton: On the low RT @mzlola_bunny: They're really looking for the next bitch to smash,rt on the low rt bunny they re really looking for the next bitch to smash
15321,1,RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.,rt in some pussy nah work is the best place to be in this weather
15322,1,"RT @DeeMayweather: Brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w&#8230;",rt brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w 8230
15323,1,RT @DeePaPi1800: That outside dick keep dem hoes sick...,rt that outside dick keep dem hoes sick
15324,1,RT @Dee_InsideYou: Team no hoes &#128514;&#128076;,rt insideyou team no hoes 128514 128076
15325,1,RT @Deemazz_70: @JMcCown11 got all the bitches http://t.co/A3gF4iAPS9,rt 70 got all the bitches
15326,1,RT @DeepInHerGut: Anything said bout my moms b would of led to a bitch getting stone cold stunner,rt anything said bout my moms b would of led to a bitch getting stone cold stunner
15327,1,RT @Deezy_2Times: Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin,rt 2times aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
15328,0,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",rt wow rt whatever fuck all those assholes they re niggers they all look alike to me
15329,0,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,rt tell me how you really feel rt those little isis faggots usually have bags over their heads anyway
15330,1,"RT @DejaHiott: Fuckin ignorant ass niggas. Don't dm me a video of you counting money n say ""why u so stuck up"" bitch...&#128528;",rt fuckin ignorant ass niggas don t dm me a video of you counting money n say why u so stuck up bitch 128528
15331,2,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,rt looked like princess bella in that yellow dress 128120 128120
15332,1,RT @DeolaCola: They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe &#8230;,rt they don t make r amp b like this anymore dudes used to make you feel good about busting it wide open not call you a hoe 8230
15333,2,RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,rt star wars meets charlie brown
